city_url,province,city,brand,dlrid,shortname,400phone,address,url,updatetime
https://dealer.autohome.com.cn/guangzhou/0/62/0/0/1/0/0/0.html,广东,广州,东风悦达起亚,2103658,广州枫兴起亚,400-868-0297,广州市白云区广从一路162号枫兴汽车城内,https://dealer.autohome.com.cn/2103658/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/guangzhou/0/62/0/0/1/0/0/0.html,广东,广州,东风悦达起亚,2030263,广州悦达汇创,400-872-7639,广州市白云区鹤边街鹤龙路85号院内（三南加油站隔壁）,https://dealer.autohome.com.cn/2030263/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/guangzhou/0/62/0/0/1/0/0/0.html,广东,广州,东风悦达起亚,101946,广州起悦,400-830-0437,广州市花都区狮岭镇建设北路238号,https://dealer.autohome.com.cn/101946/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/guangzhou/0/62/0/0/1/0/0/0.html,广东,广州,东风悦达起亚,2029919,广州胜亚专营店,400-866-1094,广东省广州市番禺区番禺迎宾大道华南碧桂园南800米（瑞华汽车城内）,https://dealer.autohome.com.cn/2029919/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/guangzhou/0/62/0/0/1/0/0/0.html,广东,广州,东风悦达起亚,2017720,广州新宏盛起亚4S店,400-872-2064,新塘镇南安村广深公路南安路段,https://dealer.autohome.com.cn/2017720/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/fuzhou/0/62/0/0/1/0/0/0.html,福建,福州,东风悦达起亚,2095140,宇翔起亚,400-961-2867,福州市仓山区科技园六区116号（叶下片）,https://dealer.autohome.com.cn/2095140/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/fuzhou/0/62/0/0/1/0/0/0.html,福建,福州,东风悦达起亚,2024215,福州华骏凯宏起亚,400-866-2105,福州市马尾区快安兴业路160号,https://dealer.autohome.com.cn/2024215/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/fuzhou/0/62/0/0/1/0/0/0.html,福建,福州,东风悦达起亚,4249,福州金洋,400-897-0834,福州市五四北路秀峰路（山姆小镇对面）,https://dealer.autohome.com.cn/4249/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/fu_yang/0/62/0/0/1/0/0/0.html,安徽,阜阳,东风悦达起亚,126122,阜阳市雪峰起亚汽车,400-868-1803,阜阳市经济技术开发区纬五路北侧,https://dealer.autohome.com.cn/126122/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/maanshan/0/62/0/0/1/0/0/0.html,安徽,马鞍山,东风悦达起亚,75993,马鞍山同利起亚,400-830-5422,安徽省马鞍山市当涂经济开发区红旗南路汽车4S园,https://dealer.autohome.com.cn/75993/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/anqing/0/62/0/0/1/0/0/0.html,安徽,安庆,东风悦达起亚,126861,安庆鑫马起亚4S店,400-866-1796,安庆市开发区中兴大道,https://dealer.autohome.com.cn/126861/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/wuhu/0/62/0/0/1/0/0/0.html,安徽,芜湖,东风悦达起亚,122997,芜湖顺易起亚,400-860-1540,芜湖市高新开发区长江南路86号,https://dealer.autohome.com.cn/122997/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/taizhou/0/62/0/0/1/0/0/0.html,浙江,台州,东风悦达起亚,124435,台州金泰,400-872-5516,浙江省台州黄岩北城街道五里牌村（永宁江大桥往北200米）,https://dealer.autohome.com.cn/124435/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/bangbu/0/62/0/0/1/0/0/0.html,安徽,蚌埠,东风悦达起亚,119831,蚌埠润悦通亚,400-830-5961,蚌埠市怀远经济开发区,https://dealer.autohome.com.cn/119831/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/bangbu/0/62/0/0/1/0/0/0.html,安徽,蚌埠,东风悦达起亚,2018445,蚌埠福顺,400-868-9617,迎宾大道西侧金和路15号,https://dealer.autohome.com.cn/2018445/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/jiaxing/0/62/0/0/1/0/0/0.html,浙江,嘉兴,东风悦达起亚,124484,嘉善亚升汽车,400-868-4677,浙江省嘉兴市嘉善县外环东路1058号（320国道与木业大道东交叉口向东300米）,https://dealer.autohome.com.cn/124484/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/jiaxing/0/62/0/0/1/0/0/0.html,浙江,嘉兴,东风悦达起亚,66792,浙江华隆汽车,400-868-0548,浙江省桐乡市振东汽车商贸园一区2号,https://dealer.autohome.com.cn/66792/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/shaoxing/0/62/0/0/1/0/0/0.html,浙江,绍兴,东风悦达起亚,2078541,柯桥悦泰,400-897-0485,绍兴市柯桥区金柯桥大道2687号西区第一栋,https://dealer.autohome.com.cn/2078541/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/jinhua/0/62/0/0/1/0/0/0.html,浙江,金华,东风悦达起亚,2080368,东阳悦辰起亚4S店,400-868-3826,浙江省东阳市白云街道西城工业区佳轮路1号A幢,https://dealer.autohome.com.cn/2080368/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/jinhua/0/62/0/0/1/0/0/0.html,浙江,金华,东风悦达起亚,2095650,起亚义乌鑫元4S店,400-872-7753,义乌市后宅街道净居西路333号,https://dealer.autohome.com.cn/2095650/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/quzhou/0/62/0/0/1/0/0/0.html,浙江,衢州,东风悦达起亚,2078703,衢州悦亚汽车,400-868-6845,浙西大道103号,https://dealer.autohome.com.cn/2078703/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/hangzhou/0/62/0/0/1/0/0/0.html,浙江,杭州,东风悦达起亚,3569,杭州德龙起亚4S店,400-872-3209,杭州市萧山区市民办事中心北侧（2号地铁南端振宁路A出口下）,https://dealer.autohome.com.cn/3569/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/hefei/0/62/0/0/1/0/0/0.html,安徽,合肥,东风悦达起亚,119147,安徽悦莱起亚4S店,400-868-4146,高新区长江西路和长宁大道交叉口汽车城内，面向磨子潭路,https://dealer.autohome.com.cn/119147/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/hefei/0/62/0/0/1/0/0/0.html,安徽,合肥,东风悦达起亚,7248,安天迪凯起亚4S店,400-830-2784,合肥市包河汽车城长白山路与纬一路交叉口,https://dealer.autohome.com.cn/7248/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/wenzhou/0/62/0/0/1/0/0/0.html,浙江,温州,东风悦达起亚,2026456,温州红通起亚4S店,400-872-5587,乐清市宁康东路557号,https://dealer.autohome.com.cn/2026456/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/wenzhou/0/62/0/0/1/0/0/0.html,浙江,温州,东风悦达起亚,110403,温州佳鑫起亚店,400-868-1132,温州市温州大道829号,https://dealer.autohome.com.cn/110403/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/wenzhou/0/62/0/0/1/0/0/0.html,浙江,温州,东风悦达起亚,85491,温州冠特起亚工厂授权店,400-868-3257,温州市瓯海大道428号（潘凤车立方往前200米娄桥方向）,https://dealer.autohome.com.cn/85491/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/wenzhou/0/62/0/0/1/0/0/0.html,浙江,温州,东风悦达起亚,70394,苍南冠亚店,400-868-1996,苍南县灵溪镇建兴东路（浙闽物流中心对面）,https://dealer.autohome.com.cn/70394/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/ningbo/0/62/0/0/1/0/0/0.html,浙江,宁波,东风悦达起亚,67784,余姚东悦,400-860-2044,余姚市凤山街道同光村（61省道）,https://dealer.autohome.com.cn/67784/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/ningbo/0/62/0/0/1/0/0/0.html,浙江,宁波,东风悦达起亚,2021660,宁波大港启航起亚,400-868-3754,北仑区新碶街道明州西路555号1幢1号－1,https://dealer.autohome.com.cn/2021660/#pvareaid=2113601,2020-02-20 16:55:27
https://dealer.autohome.com.cn/ningbo/0/62/0/0/1/0/0/0.html,浙江,宁波,东风悦达起亚,4896,天天汽车贸易,400-868-4015,宁波市海曙区顺德路78弄78号,https://dealer.autohome.com.cn/4896/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/qujing/0/62/0/0/1/0/0/0.html,云南,曲靖,东风悦达起亚,7276,曲靖谊和汽车,400-872-4664,云南省曲靖市麒麟区子午路（中央商务区）,https://dealer.autohome.com.cn/7276/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/honghe/0/62/0/0/1/0/0/0.html,云南,红河,东风悦达起亚,13628,云南红河诚达,400-872-8973,蒙自市惠民路新世纪汽车城F幢（蒙自二小对面）,https://dealer.autohome.com.cn/13628/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/yuxi/0/62/0/0/1/0/0/0.html,云南,玉溪,东风悦达起亚,7275,玉溪诚达汽车,400-860-2032,玉溪市红塔区太极路103号（亚太斜对面）,https://dealer.autohome.com.cn/7275/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/zhaotong/0/62/0/0/1/0/0/0.html,云南,昭通,东风悦达起亚,82161,昭通滇东北,400-930-4322,昭通市昭阳区团结路（昭通滇东北商贸城）,https://dealer.autohome.com.cn/82161/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/akesu/0/62/0/0/1/0/0/0.html,新疆,阿克苏,东风悦达起亚,2077027,阿克苏悦诚,400-830-7701,阿克苏市大欣国际汽车城3区10号展厅,https://dealer.autohome.com.cn/2077027/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/bayinguoleng/0/62/0/0/1/0/0/0.html,新疆,巴音郭楞,东风悦达起亚,77392,强运汽车销售,400-866-7229,新疆库尔勒石化大道神州汽车城后部（车城美居旁）,https://dealer.autohome.com.cn/77392/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/kunming/0/62/0/0/1/0/0/0.html,云南,昆明,东风悦达起亚,5317,云南谊和起亚4S店,400-830-1387,昆明市高新区小屯汽车城内,https://dealer.autohome.com.cn/5317/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/kunming/0/62/0/0/1/0/0/0.html,云南,昆明,东风悦达起亚,2018098,云南中星起亚4S店,400-872-6560,云南省昆明市官渡区彩云北路7452号（大都往呈贡方向下行300米）,https://dealer.autohome.com.cn/2018098/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/kunming/0/62/0/0/1/0/0/0.html,云南,昆明,东风悦达起亚,2099364,云南吉至起亚谊和经开区店,400-866-7578,昆明市官渡区顺通大道国际汽车城C03号,https://dealer.autohome.com.cn/2099364/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/kashen/0/62/0/0/1/0/0/0.html,新疆,喀什,东风悦达起亚,113309,喀什永祥东风悦达起亚,400-930-1449,喀什疏勒工业园（315国道旁）,https://dealer.autohome.com.cn/113309/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/yili/0/62/0/0/1/0/0/0.html,新疆,伊犁,东风悦达起亚,119587,伊犁沛林汽车,400-931-4293,伊宁市巴彦岱镇中亚汽车博览中心,https://dealer.autohome.com.cn/119587/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/ankang/0/62/0/0/1/0/0/0.html,陕西,安康,东风悦达起亚,2103542,安康盛通达专营店,400-868-9813,陕西省安康市高新技术产业开发区钻石东路,https://dealer.autohome.com.cn/2103542/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/wulumuqi/0/62/0/0/1/0/0/0.html,新疆,乌鲁木齐,东风悦达起亚,14592,国奥和成,400-866-2135,新疆乌鲁木齐市高新区（新市区）鲤鱼山路1号赛博特汽车城C区-05,https://dealer.autohome.com.cn/14592/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/wulumuqi/0/62/0/0/1/0/0/0.html,新疆,乌鲁木齐,东风悦达起亚,7273,永泰祥车业,400-830-7607,乌鲁木齐市经济开发区喀什西路756号,https://dealer.autohome.com.cn/7273/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/wulumuqi/0/62/0/0/1/0/0/0.html,新疆,乌鲁木齐,东风悦达起亚,2025747,新疆东风悦达起亚博亚天成,400-897-0456,新疆乌鲁木齐市水磨沟区南湖北路866号综合展厅,https://dealer.autohome.com.cn/2025747/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/lasa/0/62/0/0/1/0/0/0.html,西藏,拉萨,东风悦达起亚,2095658,拉萨万融长捷起亚4S店,400-866-8332,拉萨市罗堆中路6号,https://dealer.autohome.com.cn/2095658/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/lasa/0/62/0/0/1/0/0/0.html,西藏,拉萨,东风悦达起亚,2101501,拉萨恒达起亚汽车,400-866-1583,拉萨市拉贡大道与园区南路交叉口西北角,https://dealer.autohome.com.cn/2101501/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/yanan/0/62/0/0/1/0/0/0.html,陕西,延安,东风悦达起亚,72467,延安汇宁,400-897-1236,陕西省延安市宝塔区南二十里铺柳树巷,https://dealer.autohome.com.cn/72467/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/tongchuan/0/62/0/0/1/0/0/0.html,陕西,铜川,东风悦达起亚,124444,铜川星原,400-830-2502,陕西省铜川市新区长丰南路,https://dealer.autohome.com.cn/124444/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/yulin/0/62/0/0/1/0/0/0.html,陕西,榆林,东风悦达起亚,14088,东风悦达起亚榆林金利汽车,400-868-0387,榆林市开发区草海则村电厂路,https://dealer.autohome.com.cn/14088/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/changji/0/62/0/0/1/0/0/0.html,新疆,昌吉,东风悦达起亚,123075,昌吉汇京昌顺,400-897-0045,新疆昌吉州昌吉市乌伊西路中山路街道办事处夹滩村汽车城南侧,https://dealer.autohome.com.cn/123075/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/hanzhong/0/62/0/0/1/0/0/0.html,陕西,汉中,东风悦达起亚,72470,汉中市恒远,400-872-6741,陕西省汉中市汉台区石马坡什字北侧,https://dealer.autohome.com.cn/72470/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/weinan/0/62/0/0/1/0/0/0.html,陕西,渭南,东风悦达起亚,14084,宏远恒泰汽车,400-830-2849,渭南市华山大街东段丰原路口东100米路南,https://dealer.autohome.com.cn/14084/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/baoji/0/62/0/0/1/0/0/0.html,陕西,宝鸡,东风悦达起亚,14085,起亚宝鸡捷高恒泰4S店,400-872-0240,宝鸡市渭滨区高新十二路西16号,https://dealer.autohome.com.cn/14085/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/xian/0/62/0/0/1/0/0/0.html,陕西,西安,东风悦达起亚,84754,陕西瑞侨,400-830-4814,西安市高新区新型工业园西部大道107号,https://dealer.autohome.com.cn/84754/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/xian/0/62/0/0/1/0/0/0.html,陕西,西安,东风悦达起亚,3712,陕西恒泰汽车,400-830-4387,西安市三桥经济技术开发区疏导线58号中国西部国际车城4S店集群区,https://dealer.autohome.com.cn/3712/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/xian/0/62/0/0/1/0/0/0.html,陕西,西安,东风悦达起亚,3711,陕西百富通,400-830-5319,陕西省西安市经济开发区C5区凤城五路58号,https://dealer.autohome.com.cn/3711/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/liangshan/0/62/0/0/1/0/0/0.html,四川,凉山,东风悦达起亚,14064,西昌航天车业,400-868-7187,西昌市风情园中路1号,https://dealer.autohome.com.cn/14064/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/yibin/0/62/0/0/1/0/0/0.html,四川,宜宾,东风悦达起亚,129972,宜宾安鸿吉亚,400-868-9398,四川宜宾临港经济开发区飞云路北段安吉汽车城,https://dealer.autohome.com.cn/129972/#pvareaid=2113601,2020-02-20 16:55:28
https://dealer.autohome.com.cn/leshan/0/62/0/0/1/0/0/0.html,四川,乐山,东风悦达起亚,77587,乐山天牛起亚4S店,400-872-3252,乐山市中区王河园天牛汽车城,https://dealer.autohome.com.cn/77587/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/bazhong/0/62/0/0/1/0/0/0.html,四川,巴中,东风悦达起亚,2005336,巴中圣鞍起亚4S店,400-868-2417,巴中市黄家沟西部国际商贸城汽车产业园,https://dealer.autohome.com.cn/2005336/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/dazhou/0/62/0/0/1/0/0/0.html,四川,达州,东风悦达起亚,81884,达州起亚,400-872-7431,达州市南外二号干道天马汽车城（杨柳垭配套工业园区）,https://dealer.autohome.com.cn/81884/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/meishan/0/62/0/0/1/0/0/0.html,四川,眉山,东风悦达起亚,2103117,眉山凯威东风悦达起亚,400-866-1703,四川省眉山经济开发区新区本草大道南段10号C4幢1-2层1号,https://dealer.autohome.com.cn/2103117/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/nanchong/0/62/0/0/1/0/0/0.html,四川,南充,东风悦达起亚,14065,南充天成起亚4S店,400-961-7907,南充市顺庆区潆溪工业园车管所旁,https://dealer.autohome.com.cn/14065/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/deyang/0/62/0/0/1/0/0/0.html,四川,德阳,东风悦达起亚,2077034,德阳晟翔汽车,400-868-4599,德阳市旌阳区庐山南路三段38号(迁址到：金沙江西路689号 新东汽厂对面）,https://dealer.autohome.com.cn/2077034/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/suining/0/62/0/0/1/0/0/0.html,四川,遂宁,东风悦达起亚,2100784,遂宁川速起亚汽车,400-868-8267,遂宁市船山区中国西部现代物流港天联东风汽车城4号楼,https://dealer.autohome.com.cn/2100784/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/mianyang/0/62/0/0/1/0/0/0.html,四川,绵阳,东风悦达起亚,4835,绵阳东风南方绵达4S店,400-872-6909,绵阳市高新区绵兴东路131号（长虹商贸中心斜对面）,https://dealer.autohome.com.cn/4835/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/guangyuan/0/62/0/0/1/0/0/0.html,四川,广元,东风悦达起亚,66445,广元金悦顺汽车销售,400-830-5408,四川省广元市盘龙镇太阳村川北国际汽车城,https://dealer.autohome.com.cn/66445/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/luzhou/0/62/0/0/1/0/0/0.html,四川,泸州,东风悦达起亚,81931,新元素车业,400-868-5584,四川省泸州市纳溪区蓝安大道顺屋基浙江工业园,https://dealer.autohome.com.cn/81931/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/binzhou/0/62/0/0/1/0/0/0.html,山东,滨州,东风悦达起亚,2102882,滨州金天易起亚,400-868-3847,山东省滨州市滨城区北外环路以北渤海四路以西1217号,https://dealer.autohome.com.cn/2102882/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/chengdu/0/62/0/0/1/0/0/0.html,四川,成都,东风悦达起亚,84767,成都锦华起亚,400-838-5568,成都市锦江区皇经楼路297号,https://dealer.autohome.com.cn/84767/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/chengdu/0/62/0/0/1/0/0/0.html,四川,成都,东风悦达起亚,2005994,申蓉桂锋起亚4S店,400-868-3763,成都市武侯区武侯大道南延线武兴路110号,https://dealer.autohome.com.cn/2005994/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/chengdu/0/62/0/0/1/0/0/0.html,四川,成都,东风悦达起亚,128835,成都兴天合起亚,400-868-1909,成都市温江区温泉大道三段浩瀚路2号,https://dealer.autohome.com.cn/128835/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/chengdu/0/62/0/0/1/0/0/0.html,四川,成都,东风悦达起亚,2102275,悦浩起亚,400-868-6986,成都市金牛区蜀西路83号,https://dealer.autohome.com.cn/2102275/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/chengdu/0/62/0/0/1/0/0/0.html,四川,成都,东风悦达起亚,124427,金堂宇霖起亚,400-830-1431,成都市金堂县金堂大道997号,https://dealer.autohome.com.cn/124427/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/chengdu/0/62/0/0/1/0/0/0.html,四川,成都,东风悦达起亚,2051725,成都集大成起亚4S店,400-872-8837,成都市高新区火车南站西路1701号（机场路辅道),https://dealer.autohome.com.cn/2051725/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/liaocheng/0/62/0/0/1/0/0/0.html,山东,聊城,东风悦达起亚,2914,聊城北斗汽车,400-830-8947,聊城开发区东昌东路小湄河东岸（北斗汽车公园内）,https://dealer.autohome.com.cn/2914/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/heze/0/62/0/0/1/0/0/0.html,山东,菏泽,东风悦达起亚,2096629,菏泽牡丹花起亚店,400-868-3116,山东省菏泽市定陶区车管所北邻（菏泽范蠡汽车销售服务有限公司院内）,https://dealer.autohome.com.cn/2096629/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/heze/0/62/0/0/1/0/0/0.html,山东,菏泽,东风悦达起亚,99026,菏泽祥瑞起亚店,400-830-8447,菏泽市黄河东路800号正大汽车广场,https://dealer.autohome.com.cn/99026/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/dezhou/0/62/0/0/1/0/0/0.html,山东,德州,东风悦达起亚,2906,德州中冀起亚店,400-830-5061,德州市经济开发区天衢东路金华茶城北门东临,https://dealer.autohome.com.cn/2906/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/dezhou/0/62/0/0/1/0/0/0.html,山东,德州,东风悦达起亚,101169,德州华耀4s店,400-868-4116,山东省德州市东风中路389号,https://dealer.autohome.com.cn/101169/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/weihai/0/62/0/0/1/0/0/0.html,山东,威海,东风悦达起亚,2927,威海荣佳汽车,400-866-2501,山东省威海市珠海路650号,https://dealer.autohome.com.cn/2927/#pvareaid=2113601,2020-02-20 16:55:29
https://dealer.autohome.com.cn/linyi/0/62/0/0/1/0/0/0.html,山东,临沂,东风悦达起亚,79109,河东远通启华起亚,400-866-7322,河东区三和东街与东外环交汇处（沂河北大桥东行4公里临沂市新车管所对过）,https://dealer.autohome.com.cn/79109/#pvareaid=2113601,2020-02-20 16:55:29
